company_name,company_slug,fiscal_year,official_doc_type,official_doc_type_label,selected_canonical_document_id,sha256,source_title,source_url,source_path,final_path,validation_status,selection_status,selection_reason,selection_score,page_count,detected_years,company_name_detected_in_text,validation_status_merged,audit_bucket,audit_priority,final_file_exists,probable_language,technical_validation_status,is_pdf_header_valid,file_size_mb,validation_notes
Schneider Electric,schneider-electric,2024,18_sbti_validation,SBTi validation,canonical_c16c36795149ca765ccba0e8,6f802135ddac335a2bc0565b5afb5ed1e03953690fed909a21fcbe27cb66ea21,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\18_sbti_validation\canonical-c16c36795149ca765ccba0e8\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\schneider-electric\2024\18_sbti_validation\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1225.0,7,"[2020, 2022, 2023, 2024, 2025, 2030, 2050]",False,needs_review,REVIEW_HIGH_PRIORITY_COMPANY_NOT_DETECTED,2,True,en,valid_pdf,True,0.6501,"[""Nom de l'entreprise non detecte dans l'echantillon.""]"
Schneider Electric,schneider-electric,2024,19_third_party_assurance_report,Third-party assurance report,canonical_b49d67d5650bdbec368e8308,1ded281f7ef3c4927bf462a3e30a71d245903ecb43072c406371d76d4bbbf2c6,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\19_third_party_assurance_report\canonical-b49d67d5650bdbec368e8308\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\schneider-electric\2024\19_third_party_assurance_report\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1225.0,3,"[2015, 2020, 2023, 2024]",False,needs_review,REVIEW_HIGH_PRIORITY_COMPANY_NOT_DETECTED,2,True,en,valid_pdf,True,0.1783,"[""Nom de l'entreprise non detecte dans l'echantillon.""]"
TotalEnergies,totalenergies,2024,18_sbti_validation,SBTi validation,canonical_d469097f681ffab7d02a2b7c,ad1e291ef60f417ed054d620ecf71ef1df20c388285b5b945e0eb4e6788da435,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\18_sbti_validation\canonical-d469097f681ffab7d02a2b7c\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\18_sbti_validation\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1225.0,4,"[2024, 2040]",False,needs_review,REVIEW_HIGH_PRIORITY_COMPANY_NOT_DETECTED,2,True,en,valid_pdf,True,0.7934,"[""Nom de l'entreprise non detecte dans l'echantillon.""]"
BNP Paribas,bnp-paribas,2024,01_urd_annual_report,URD / annual report,canonical_c770a46401e681516f05ed3e,9fc754d47162512181a6f7cef448ba76a78ece624fe335f6abfdcc12930e0a7b,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\bnp-paribas\2024\01_urd_annual_report\canonical-c770a46401e681516f05ed3e\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\bnp-paribas\2024\01_urd_annual_report\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1263.6,43,[2024],True,needs_review,REVIEW_STANDARD,3,True,en,valid_pdf,True,6.2106,"[""Aucun mot-cle documentaire specifique detecte.""]"
LVMH,lvmh,2024,01_urd_annual_report,URD / annual report,canonical_0d43bf3de8cca5d3a1145322,4e67ffaaae7f880fd24e837c30f10c08b0a087ca1b4314dade86e7b5d32c12cb,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\01_urd_annual_report\canonical-0d43bf3de8cca5d3a1145322\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\01_urd_annual_report\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1751.8,484,"[1908, 1914, 1916, 1923, 1924, 1925, 1936, 1947, 1949, 1952, 1955, 1957, 1959, 1960, 1969, 1970, 1972, 1973, 1974, 1976, 1977, 1980, 1983, 1984, 1985, 1987, 1988, 1991, 1992, 1993, 1996, 1998, 1999, 2006, 2007, 2008, 2009, 2010, 2013, 2024, 2025]",True,needs_review,REVIEW_STANDARD,3,True,en,valid_pdf,True,7.7547,"[""Aucun mot-cle documentaire specifique detecte.""]"
LVMH,lvmh,2024,02_sustainability_statement_csrd_esrs,Sustainability statement / CSRD / ESRS,canonical_0d43bf3de8cca5d3a1145322,4e67ffaaae7f880fd24e837c30f10c08b0a087ca1b4314dade86e7b5d32c12cb,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\02_sustainability_statement_csrd_esrs\canonical-0d43bf3de8cca5d3a1145322\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\02_sustainability_statement_csrd_esrs\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1751.8,484,"[1908, 1914, 1916, 1923, 1924, 1925, 1936, 1947, 1949, 1952, 1955, 1957, 1959, 1960, 1969, 1970, 1972, 1973, 1974, 1976, 1977, 1980, 1983, 1984, 1985, 1987, 1988, 1991, 1992, 1993, 1996, 1998, 1999, 2006, 2007, 2008, 2009, 2010, 2013, 2024, 2025]",True,needs_review,REVIEW_STANDARD,3,True,en,valid_pdf,True,7.7547,"[""Aucun mot-cle documentaire specifique detecte.""]"
LVMH,lvmh,2024,03_climate_report_tcfd_transition_plan,Climate report / TCFD / transition plan,canonical_0d43bf3de8cca5d3a1145322,4e67ffaaae7f880fd24e837c30f10c08b0a087ca1b4314dade86e7b5d32c12cb,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\03_climate_report_tcfd_transition_plan\canonical-0d43bf3de8cca5d3a1145322\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\03_climate_report_tcfd_transition_plan\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1351.8,484,"[1908, 1914, 1916, 1923, 1924, 1925, 1936, 1947, 1949, 1952, 1955, 1957, 1959, 1960, 1969, 1970, 1972, 1973, 1974, 1976, 1977, 1980, 1983, 1984, 1985, 1987, 1988, 1991, 1992, 1993, 1996, 1998, 1999, 2006, 2007, 2008, 2009, 2010, 2013, 2024, 2025]",True,needs_review,REVIEW_STANDARD,3,True,en,valid_pdf,True,7.7547,"[""Aucun mot-cle documentaire specifique detecte.""]"
LVMH,lvmh,2024,05_half_year_financial_report,Half-year financial report,canonical_49e7f8d175cda572e7dc23de,7daf607d73b9f286302d1cb67ea59beb9e31eb235cd20ad9003b7a6bc4c6b3d8,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\05_half_year_financial_report\canonical-49e7f8d175cda572e7dc23de\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\05_half_year_financial_report\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1257.2,11,"[2023, 2024]",True,needs_review,REVIEW_STANDARD,3,True,unknown,valid_pdf,True,1.1251,"[""Aucun mot-cle documentaire specifique detecte.""]"
Schneider Electric,schneider-electric,2024,02_sustainability_statement_csrd_esrs,Sustainability statement / CSRD / ESRS,canonical_9de29cb0ed2693a4ff8e134b,89d162c4a20b0b532fd6c15021ed8bf6cf65551b34fa5c5a0b757b0fa03ce25d,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\02_sustainability_statement_csrd_esrs\canonical-9de29cb0ed2693a4ff8e134b\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\schneider-electric\2024\02_sustainability_statement_csrd_esrs\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1355.0,676,"[2017, 2024, 2025]",True,needs_review,REVIEW_STANDARD,3,True,fr,valid_pdf,True,13.9201,"[""Aucun mot-cle documentaire specifique detecte.""]"
TotalEnergies,totalenergies,2024,03_climate_report_tcfd_transition_plan,Climate report / TCFD / transition plan,canonical_efb8d5e87dd197f7a45ee975,65b02fcd781febf91dfc3c3ac4117cdeeb2c7af67ca847c366c2aebac9c390e3,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\03_climate_report_tcfd_transition_plan\canonical-efb8d5e87dd197f7a45ee975\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\03_climate_report_tcfd_transition_plan\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1677.4,112,"[2023, 2024, 2025, 2030, 2050]",True,needs_review,REVIEW_STANDARD,3,True,unknown,valid_pdf,True,10.0654,"[""Aucun mot-cle documentaire specifique detecte.""]"
TotalEnergies,totalenergies,2024,04_vigilance_plan,Vigilance plan,canonical_afa0257c1849f991949a3c94,c221f3684732fcb29102ce1830671fd49fe2e53fde24b3bbd976a7b54b10bea7,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\04_vigilance_plan\canonical-afa0257c1849f991949a3c94\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\04_vigilance_plan\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1258.4,17,"[2024, 2025]",True,needs_review,REVIEW_STANDARD,3,True,en,valid_pdf,True,2.1385,"[""Aucun mot-cle documentaire specifique detecte.""]"
TotalEnergies,totalenergies,2024,07_code_ethique,Code ethique / code of conduct,canonical_33c1b7bdcd6a9569c9581e77,5a7eb9e6b9876af8f50eb012ed0bbefe75225ba021e3664311d35f077cd94fd3,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\07_code_ethique\canonical-33c1b7bdcd6a9569c9581e77\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\07_code_ethique\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1230.0,23,[2022],True,needs_review,REVIEW_STANDARD,3,True,en,valid_pdf,True,34.9663,"[""Annees detectees eloignees de l'annee fiscale cible.""]"
TotalEnergies,totalenergies,2024,08_anticorruption_policy,Anti-corruption policy,canonical_4530a62fa5f85cf1ae6d0d1b,57d879543b9e0796d0641e08460dc76c80da93b1821f3eb8ec729dc3f68d7470,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\08_anticorruption_policy\canonical-4530a62fa5f85cf1ae6d0d1b\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\08_anticorruption_policy\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1230.0,24,"[2010, 2015, 2017, 2020, 2021, 2022, 2023, 2025, 2030]",True,needs_review,REVIEW_STANDARD,3,True,en,valid_pdf,True,0.3813,"[""Aucun mot-cle documentaire specifique detecte.""]"
TotalEnergies,totalenergies,2024,13_investor_presentations,Investor presentations,canonical_7edf3073bafd23d66eac2682,c9eaa784b07391fe7b01bd8b40a4aa6cffaa9576db0394421fac2777aebaad6a,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\13_investor_presentations\canonical-7edf3073bafd23d66eac2682\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\13_investor_presentations\document.pdf,needs_review,selected_needs_review,selected_best_available_candidate_needs_review,1255.0,7,"[2015, 2024, 2025, 2028, 2030, 2033, 2034]",True,needs_review,REVIEW_STANDARD,3,True,fr,valid_pdf,True,5.1848,"[""Aucun mot-cle documentaire specifique detecte.""]"
Air Liquide,air-liquide,2024,01_urd_annual_report,URD / annual report,canonical_6c97cfaaf78ce3c17defd70f,6b522790fa357c4e454cafb605fad1ad3a448ff405985db5ac3e7de01014ab1f,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\air-liquide\2024\01_urd_annual_report\canonical-6c97cfaaf78ce3c17defd70f\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\air-liquide\2024\01_urd_annual_report\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1666.4,57,[2024],True,likely_valid,KEEP_LIKELY_VALID,4,True,en,valid_pdf,True,32.2359,[]
LVMH,lvmh,2024,16_agm_minutes_resolutions,AGM minutes / resolutions,canonical_ec70a18fbe4a81e3fc2a2fe0,0040b3612bd5f18caffe67f994f1dbc5c1d8aa4889bd9a12ce5a9bf444886722,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-ec70a18fbe4a81e3fc2a2fe0\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\lvmh\2024\16_agm_minutes_resolutions\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1655.0,48,[2024],True,likely_valid,KEEP_LIKELY_VALID,4,True,fr,valid_pdf,True,3.7943,[]
Schneider Electric,schneider-electric,2024,01_urd_annual_report,URD / annual report,canonical_69806d3f767774dfaff97249,88c05720bf7d3f9e3ae2e4fc69c45687da3d7cc88d002f338f538003c4e8e98a,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\01_urd_annual_report\canonical-69806d3f767774dfaff97249\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\schneider-electric\2024\01_urd_annual_report\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1755.0,676,"[2017, 2024, 2025]",True,likely_valid,KEEP_LIKELY_VALID,4,True,en,valid_pdf,True,13.9516,[]
Schneider Electric,schneider-electric,2024,03_climate_report_tcfd_transition_plan,Climate report / TCFD / transition plan,canonical_40d8e0d89b7401018cec99da,a479aa243964ca928068a8058a6577c51ef093611e5b342d1d5fbb8928c2632e,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\03_climate_report_tcfd_transition_plan\canonical-40d8e0d89b7401018cec99da\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\schneider-electric\2024\03_climate_report_tcfd_transition_plan\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1662.2,36,"[2023, 2024, 2030, 2050]",True,likely_valid,KEEP_LIKELY_VALID,4,True,en,valid_pdf,True,6.0229,[]
Schneider Electric,schneider-electric,2024,04_vigilance_plan,Vigilance plan,canonical_9c49add355c9b39b62d04d96,db86f699776ee068551a1ee263dafdc1943a869b983fa7e8120238504cdb8a02,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\04_vigilance_plan\canonical-9c49add355c9b39b62d04d96\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\schneider-electric\2024\04_vigilance_plan\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1667.2,61,"[2022, 2023, 2024]",True,likely_valid,KEEP_LIKELY_VALID,4,True,fr,valid_pdf,True,3.3289,[]
Schneider Electric,schneider-electric,2024,13_investor_presentations,Investor presentations,canonical_96e73eb10f790674189730e2,5e0002469d5015dd95e0c4e2504de393cf962c0767932c6974fe248163a9abf5,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\13_investor_presentations\canonical-96e73eb10f790674189730e2\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\schneider-electric\2024\13_investor_presentations\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1655.0,2,"[2021, 2022, 2024]",True,likely_valid,KEEP_LIKELY_VALID,4,True,unknown,valid_pdf,True,0.1536,[]
Schneider Electric,schneider-electric,2024,16_agm_minutes_resolutions,AGM minutes / resolutions,canonical_21b88b77a7daf1ed63d6a77e,1f4111ee003aef7b9f0cd4a9f193a20b85a8a6c8820385019af22d1b0573ccc8,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\16_agm_minutes_resolutions\canonical-21b88b77a7daf1ed63d6a77e\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\schneider-electric\2024\16_agm_minutes_resolutions\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1655.0,3,"[2023, 2024, 2027, 2050]",True,likely_valid,KEEP_LIKELY_VALID,4,True,en,valid_pdf,True,0.1206,[]
TotalEnergies,totalenergies,2024,01_urd_annual_report,URD / annual report,canonical_46ba29d60207c57de191ca65,c0294fa903042125e9347c0592847defd97f5da88182a640162598828d33b4f0,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\01_urd_annual_report\canonical-46ba29d60207c57de191ca65\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\01_urd_annual_report\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1755.0,680,[2024],True,likely_valid,KEEP_LIKELY_VALID,4,True,en,valid_pdf,True,16.3762,[]
TotalEnergies,totalenergies,2024,02_sustainability_statement_csrd_esrs,Sustainability statement / CSRD / ESRS,canonical_46ba29d60207c57de191ca65,c0294fa903042125e9347c0592847defd97f5da88182a640162598828d33b4f0,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-46ba29d60207c57de191ca65\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\02_sustainability_statement_csrd_esrs\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1755.0,680,[2024],True,likely_valid,KEEP_LIKELY_VALID,4,True,en,valid_pdf,True,16.3762,[]
TotalEnergies,totalenergies,2024,05_half_year_financial_report,Half-year financial report,canonical_db2f702e7c200b82eb474471,592fbaea83ef03f2e9460126279dbe5be8655b7a0599af9ce591efd05053dd7b,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\05_half_year_financial_report\canonical-db2f702e7c200b82eb474471\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\05_half_year_financial_report\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1665.8,54,[2024],True,likely_valid,KEEP_LIKELY_VALID,4,True,fr,valid_pdf,True,1.1745,[]
TotalEnergies,totalenergies,2024,16_agm_minutes_resolutions,AGM minutes / resolutions,canonical_20da77a537a4d8d4858a20cd,e8b5c6aba7158e3a27111808d94eb53723df10b2ccf8b964e4236b94bdc5b4ae,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-20da77a537a4d8d4858a20cd\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\16_agm_minutes_resolutions\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1655.0,56,"[2021, 2022, 2023, 2024]",True,likely_valid,KEEP_LIKELY_VALID,4,True,fr,valid_pdf,True,3.4637,[]
TotalEnergies,totalenergies,2024,17_cdp_response,CDP response,canonical_e40e6307b0697d5d38ab12a7,a13f228aa035bede38a0df4b99f81e097b750043345f5208b8cf7dcf906d7bd7,,,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\17_cdp_response\canonical-e40e6307b0697d5d38ab12a7\document.pdf,C:\Users\hp\Desktop\ESG\ESGFinalCorpus\totalenergies\2024\17_cdp_response\document.pdf,likely_valid,selected,best_ranked_likely_valid_document_for_official_doc_type,1655.0,379,[2024],True,likely_valid,KEEP_LIKELY_VALID,4,True,unknown,valid_pdf,True,1.0988,[]
